자백,jabaek,jabaeg,chabaek,capayk
양성애,yangseong-ae,yangseong-ae,yangsŏngae,yāngseng.ay
양성애자,yangseong-aeja,yangseong-aeja,yangsŏngaeja,yāngseng.ayca
양수사,yangsusa,yangsusa,yangsusa,yangswusa
양식,yangsik,yangsig,yangsik,yangsik
양심,yangsim,yangsim,yangsim,yangsim
양우,yang-u,yang-u,yangu,yang.wu
양유,yang-yu,yang-yu,yangyu,yang.yu
양자,yangja,yangja,yangja,yangca
양자역학,yangjayeokhak,yangjayeog-hag,yangjayŏkhak,yangcayek.hak
양자전기역학,yangjajeon-giyeokhak,yangjajeongiyeog-hag,yangjajŏn'giyŏkhak,yangcacenkiyek.hak
양조장,yangjojang,yangjojang,yangjojang,yāngcocang
양주,yangju,yangju,yangju,yangcwu
양즈,yangjeu,yangjeu,yangjŭ,yangcu
양쪽,yangjjok,yangjjog,yangtchok,yāngccok
양탄자,yangtanja,yangtanja,yangt'anja,yangthanca
양태,yangtae,yangtae,yangt'ae,yangthay
양파,yangpa,yangpa,yangp'a,yangpha
양피지,yangpiji,yangpiji,yangp'iji,yangphici
양하,yangha,yangha,yangha,yangha
얕다,yatda,yatda,yatta,yathqta
얕보다,yatboda,yatboda,yatpoda,yathqpota
얕잡다,yatjapda,yatjabda,yatchapta,yathqcapqta
얘기,yaegi,yaegi,yaegi,yāyki
얘기하다,yaegihada,yaegihada,yaegihada,yāykihata
어간,eogan,eogan,ŏgan,ēkan
어감,eogam,eogam,ŏgam,ēkam
어구,eogu,eogu,ŏgu,ēkwu
어근,eogeun,eogeun,ŏgŭn,ēkun
어긋나다,eogeunnada,eogeusnada,ŏgŭnnada,ekusnata
어깨,eokkae,eokkae,ŏkkae,ekkay
어깨뼈,eokkaeppyeo,eokkaeppyeo,ŏkkaeppyŏ,ekkayppye
어느새,eoneusae,eoneusae,ŏnŭsae,enusay
어댑터,eodaepteo,eodaebteo,ŏdaept'ŏ,etaypthe
어덩이,eodeong-i,eodeong-i,ŏdŏngi,eteng.i
어도,eodo,eodo,ŏdo,eto
어둠,eodum,eodum,ŏdum,etwum
어둡다,eodupda,eodubda,ŏdupta,etwupqta
어디,eodi,eodi,ŏdi,eti
어디여,eodiyeo,eodiyeo,ŏdiyŏ,etiye
어떠하다,eotteohada,eotteohada,ŏttŏhada,ettehata
어떡하다,eotteokhada,eotteog-hada,ŏttŏkhada,ettek.hata
어떻게,eotteoke,eotteohge,ŏttŏk'e,ettehkey
어라,eora,eola,ŏra,ela
어란,eoran,eolan,ŏran,elan
어려움,eoryeoum,eolyeoum,ŏryŏum,elyewum
어렴풋이,eoryeompusi,eolyeompus-i,ŏryŏmp'usi,elyemphus.i
어렵다,eoryeopda,eolyeobda,ŏryŏpta,elyepqta
어렵사리,eoryeopsari,eolyeobsali,ŏryŏpsari,elyepqsali
어뢰,eoroe,eoloe,ŏroe,eloy
어룡,eoryong,eolyong,ŏryong,elyong
어루다,eoruda,eoluda,ŏruda,elwuta
어르다,eoreuda,eoleuda,ŏrŭda,ēluta
어른,eoreun,eoleun,ŏrŭn,ēlun
어름치,eoreumchi,eoleumchi,ŏrŭmch'i,elumchi
어리다,eorida,eolida,ŏrida,elita
어리석다,eoriseokda,eoliseogda,ŏrisŏkta,elisekqta
어린아이,eorinai,eolin-ai,ŏrinai,elin.ai
어린이,eorini,eolin-i,ŏrini,elin.i
어린이집,eorinijip,eolin-ijib,ŏrinijip,elin.icip
어릿광대,eoritgwangdae,eolisgwangdae,ŏritkwangdae,elisqkwangtay
어머,eomeo,eomeo,ŏmŏ,eme
어머나,eomeona,eomeona,ŏmŏna,ēmena
어머님,eomeonim,eomeonim,ŏmŏnim,emenim
어미,eomi,eomi,ŏmi,emi
어버이,eobeoi,eobeoi,ŏbŏi,epei
어부,eobu,eobu,ŏbu,epu
어븀,eobyum,eobyum,ŏbyum,epyum
어색,eosaek,eosaeg,ŏsaek,ēsayk
어색하다,eosaekhada,eosaeg-hada,ŏsaekhada,ēsayk.hata
어서,eoseo,eoseo,ŏsŏ,ese
어여머리,eoyeomeori,eoyeomeoli,ŏyŏmŏri,eyemeli
어여쁘다,eoyeoppeuda,eoyeoppeuda,ŏyŏppŭda,eyepputa
어엿하다,eoyeothada,eoyeoshada,ŏyŏthada,eyeshata
어요,eoyo,eoyo,ŏyo,eyo
어우러지다,eoureojida,eouleojida,ŏurŏjida,ewulecita
어울리다,eoullida,eoullida,ŏullida,ewullita
어원,eowon,eowon,ŏwŏn,ēwen
어원학,eowonhak,eowon-hag,ŏwŏnhak,ēwen.hak
어이,eoi,eoi,ŏi,ei
어제,eoje,eoje,ŏje,ecey
어젯밤,eojetbam,eojesbam,ŏjetpam,eceysqpam
어족,eojok,eojog,ŏjok,ēcok
어지럽다,eojireopda,eojileobda,ŏjirŏpta,ecilepqta
어쨌든,eojjaetdeun,eojjaessdeun,ŏtchaettŭn,eccayssqtun
어쩌다,eojjeoda,eojjeoda,ŏtchŏda,ecceta
어쩌면,eojjeomyeon,eojjeomyeon,ŏtchŏmyŏn,eccemyen
어찌,eojji,eojji,ŏtchi,ecci
어찌하다,eojjihada,eojjihada,ŏtchihada,eccihata
어치,eochi,eochi,ŏch'i,echi
어파,eopa,eopa,ŏp'a,ēpha
어학,eohak,eohag,ŏhak,ēhak
어휘,eohwi,eohwi,ŏhwi,ēhwi
어휘소,eohwiso,eohwiso,ŏhwiso,ehwiso
억류,eongnyu,eoglyu,ŏngnyu,eklyu
억류자,eongnyuja,eoglyuja,ŏngnyuja,eklyuca
억울하다,eogulhada,eog-ul-hada,ŏgurhada,ek.wul.hata
언급하다,eon-geuphada,eongeub-hada,ŏn'gŭphada,enkup.hata
언덕,eondeok,eondeog,ŏndŏk,entek
언뜻,eontteut,eontteus,ŏnttŭt,enttus
언론,eollon,eonlon,ŏllon,enlon
언론가,eollon-ga,eonlonga,ŏllon'ga,enlonka
언론학,eollonhak,eonlon-hag,ŏllonhak,enlon.hak
언론학자,eollonhakja,eonlon-hagja,ŏllonhakcha,enlon.hakqca
언문,eonmun,eonmun,ŏnmun,ēnmun
언어,eoneo,eon-eo,ŏnŏ,en.e
언어학,eoneohak,eon-eohag,ŏnŏhak,en.ehak
언제,eonje,eonje,ŏnje,ēncey
언제나,eonjena,eonjena,ŏnjena,ēnceyna
언젠가,eonjen-ga,eonjenga,ŏnjen'ga,ēnceynka
언짢다,eonjjanta,eonjjanhda,ŏntchant'a,enccanhta
얹다,eonda,eonjda,ŏnta,encqta
얻다,eotda,eodda,ŏtta,ētqta
얼굴빛,eolgulbit,eolgulbich,ŏlgulpit,elkwulqpich
얼다,eolda,eolda,ŏlda,ēlta
얼룩,eolluk,eollug,ŏlluk,ellwuk
얼룩동사리,eollukdongsari,eollugdongsali,ŏlluktongsari,ellwukqtongsali
얼룩말,eollungmal,eollugmal,ŏllungmal,ellwukmal
얼룩새코미꾸리,eolluksaekomikkuri,eollugsaekomikkuli,ŏlluksaek'omikkuri,ellwukqsaykhomikkwuli
얼른,eolleun,eolleun,ŏllŭn,ellun
얼마,eolma,eolma,ŏlma,elma
얼마나,eolmana,eolmana,ŏlmana,elmana
얼버무리다,eolbeomurida,eolbeomulida,ŏlbŏmurida,elpemulita
얼쑤,eolssu,eolssu,ŏlssu,elsswu
얼어붙다,eoreobutda,eol-eobutda,ŏrŏbutta,el.eputhqta
얼음,eoreum,eol-eum,ŏrŭm,el.um
얼음과자,eoreumgwaja,eol-eumgwaja,ŏrŭmgwaja,el.umkwaca
얼음보숭이,eoreumbosung-i,eol-eumbosung-i,ŏrŭmbosungi,el.umposwung.i
얼핏,eolpit,eolpis,ŏlp'it,elphis
얽다,eokda,eolgda,ŏkta,elkqta
얽매다,eongmaeda,eolgmaeda,ŏngmaeda,elkmayta
얽매이다,eongmaeida,eolgmaeida,ŏngmaeida,elkmayita
엄격,eomgyeok,eomgyeog,ŏmkyŏk,emqkyek
엄격하다,eomgyeokhada,eomgyeog-hada,ŏmkyŏkhada,emqkyek.hata
엄지,eomji,eomji,ŏmji,emci
엄지손가락,eomjison-garak,eomjisongalag,ŏmjison'garak,emcisonkalak
엄청나다,eomcheongnada,eomcheongnada,ŏmch'ŏngnada,emchengnata
엄친아,eomchina,eomchin-a,ŏmch'ina,emchin.a
업그레이드,eopgeureideu,eobgeuleideu,ŏpkŭreidŭ,epqkuleyitu
업다,eopda,eobda,ŏpta,epqta
업동이,eopdong-i,eobdong-i,ŏptongi,epqtong.i
업둥이,eopdung-i,eobdung-i,ŏptungi,epqtwung.i
업무,eommu,eobmu,ŏmmu,epmu
업종,eopjong,eobjong,ŏpchong,epqcong
업체,eopche,eobche,ŏpch'e,epchey
없애다,eopsaeda,eobs-aeda,ŏpsaeda,eps.ayta
없어지다,eopseojida,eobs-eojida,ŏpsŏjida,ēps.ecita
엇비슷하다,eotbiseuthada,eosbiseushada,ŏtpisŭthada,esqpisushata
엉겁결에,eonggeopgyeore,eonggeobgyeol-e,ŏnggŏpkyŏre,engkepqkyel.ey
엉덩방아,eongdeongbang-a,eongdeongbang-a,ŏngdŏngbanga,ēngtengpang.a
엉덩이,eongdeong-i,eongdeong-i,ŏngdŏngi,ēngteng.i
엉뚱하다,eongttunghada,eongttunghada,ŏngttunghada,engttwunghata
엉망,eongmang,eongmang,ŏngmang,engmang
엉망진창,eongmangjinchang,eongmangjinchang,ŏngmangjinch'ang,engmangcinchang
엉엉,eong-eong,eong-eong,ŏngŏng,eng.eng
엉큼하다,eongkeumhada,eongkeumhada,ŏngk'ŭmhada,engkhumhata
엎드리다,eopdeurida,eopdeulida,ŏptŭrida,ephqtulita
엎지르다,eopjireuda,eopjileuda,ŏpchirŭda,ephqciluta
에게,ege,ege,ege,eykey
에너지,eneoji,eneoji,enŏji,eyneci
에네르기,enereugi,eneleugi,enerŭgi,eyneyluki
에러,ereo,eleo,erŏ,eyle
에르븀,ereubyum,eleubyum,erŭbyum,eylupyum
에리트레아,Eriteurea,Eliteulea,Erit'ŭrea,Eylithuleya
에모지,emoji,emoji,emoji,eymoci
에뮤,emyu,emyu,emyu,eymyu
에미,emi,emi,emi,eymi
에미리트,emiriteu,emiliteu,emirit'ŭ,eymilithu
에스빠냐,Eseuppanya,Eseuppanya,Esŭppanya,Eysuppanya
에스체트,eseucheteu,eseucheteu,esŭch'et'ŭ,eysucheythu
에스컬레이터,eseukeolleiteo,eseukeolleiteo,esŭk'ŏlleit'ŏ,eysukhelleyithe
에스터,eseuteo,eseuteo,esŭt'ŏ,eysuthe
에스테르,eseutereu,eseuteleu,esŭt'erŭ,eysutheylu
에스토니아,Eseutonia,Eseutonia,Esŭt'onia,Eysuthonia
에스파냐,Eseupanya,Eseupanya,Esŭp'anya,Eysuphanya
에어컨,eeokeon,eeokeon,eŏk'ŏn,eyekhen
에이즈,eijeu,eijeu,eijŭ,eyicu
에잇,eit,eis,eit,eyis
에취,echwi,echwi,ech'wi,eychwi
에콰도르,Ekwadoreu,Ekwadoleu,Ek'wadorŭ,Eykhwatolu
에터,eteo,eteo,et'ŏ,eythe
에테르,etereu,eteleu,et'erŭ,eytheylu
에티오피아,Etiopia,Etiopia,Et'iop'ia,Eythiophia
에피소드,episodeu,episodeu,ep'isodŭ,eyphisotu
엔진,enjin,enjin,enjin,eyncin
엘니노,ellino,elnino,ellino,eylnino
엘니뇨,ellinyo,elninyo,ellinyo,eylninyo
엘리베이터,ellibeiteo,ellibeiteo,ellibeit'ŏ,eyllipeyithe
엘리트,elliteu,elliteu,ellit'ŭ,eyllithu
엘살바도르,Elsalbadoreu,Elsalbadoleu,Elsalbadorŭ,Eylsalpatolu
여가,yeoga,yeoga,yŏga,yeka
여객,yeogaek,yeogaeg,yŏgaek,yekayk
여객기,yeogaekgi,yeogaeggi,yŏgaekki,yekaykqki
여건,yeogeon,yeogeon,yŏgŏn,yēken
여겨지다,yeogyeojida,yeogyeojida,yŏgyŏjida,yekyecita
여고생,yeogosaeng,yeogosaeng,yŏgosaeng,yekosayng
여과,yeogwa,yeogwa,yŏgwa,yēkwa
여과기,yeogwagi,yeogwagi,yŏgwagi,yēkwaki
여관,yeogwan,yeogwan,yŏgwan,yekwan
여권,yeogwon,yeogwon,yŏkwŏn,yeqkwen
여기다,yeogida,yeogida,yŏgida,yekita
여기저기,yeogijeogi,yeogijeogi,yŏgijŏgi,yekiceki
여남은,yeonameun,yeonam-eun,yŏnamŭn,yenam.un
여닫다,yeodatda,yeodadda,yŏdatta,yētatqta
여대생,yeodaesaeng,yeodaesaeng,yŏdaesaeng,yetaysayng
여덟,yeodeol,yeodeolb,yŏdŏl,yetelp
여동생,yeodongsaeng,yeodongsaeng,yŏdongsaeng,yetongsayng
여드레,yeodeure,yeodeule,yŏdŭre,yetuley
여드름,yeodeureum,yeodeuleum,yŏdŭrŭm,yetulum
여든,yeodeun,yeodeun,yŏdŭn,yetun
여든째,yeodeunjjae,yeodeunjjae,yŏdŭntchae,yetunccay
여러분,yeoreobun,yeoleobun,yŏrŏbun,yelepun
여럿,yeoreot,yeoleos,yŏrŏt,yeles
여론,yeoron,yeolon,yŏron,yēlon
여름,yeoreum,yeoleum,yŏrŭm,yelum
여배우,yeobae-u,yeobae-u,yŏbaeu,yepaywu
여보,yeobo,yeobo,yŏbo,yepo
여보세요,yeoboseyo,yeoboseyo,yŏboseyo,yeposeyyo
여사친,yeosachin,yeosachin,yŏsach'in,yesachin
여색,yeosaek,yeosaeg,yŏsaek,yesayk
여섯,yeoseot,yeoseos,yŏsŏt,yeses
여섯째,yeoseotjjae,yeoseosjjae,yŏsŏtchae,yesesccay
여성스럽다,yeoseongseureopda,yeoseongseuleobda,yŏsŏngsŭrŏpta,yesengsulepqta
여신,yeosin,yeosin,yŏsin,yesin
여왕,yeowang,yeowang,yŏwang,yewang
여우,yeou,yeou,yŏu,yewu
여우원숭이,yeou wonsung-i,yeou wonsung-i,yŏu wŏnsungi,yewu wenswung.i
여울,yeoul,yeoul,yŏul,yewul
여울마자,yeoulmaja,yeoulmaja,yŏulmaja,yewulmaca
여유,yeoyu,yeoyu,yŏyu,yeyu
여인,yeoin,yeoin,yŏin,yein
여인숙,yeoinsuk,yeoinsug,yŏinsuk,yeinswuk
여자친구,yeojachin-gu,yeojachingu,yŏjach'in'gu,yecachinkwu
여전하다,yeojeonhada,yeojeon-hada,yŏjŏnhada,yecen.hata
여전히,yeojeonhi,yeojeon-hi,yŏjŏnhi,yecen.hi
여정,yeojeong,yeojeong,yŏjŏng,yeceng
여중생,yeojungsaeng,yeojungsaeng,yŏjungsaeng,yecwungsayng
여진,yeojin,yeojin,yŏjin,yecin
여쭈다,yeojjuda,yeojjuda,yŏtchuda,yēccwuta
여체,yeoche,yeoche,yŏch'e,yechey
여친,yeochin,yeochin,yŏch'in,yechin
여학생,yeohaksaeng,yeohagsaeng,yŏhaksaeng,yehakqsayng
여행,yeohaeng,yeohaeng,yŏhaeng,yehayng
여행자,yeohaengja,yeohaengja,yŏhaengja,yehayngca
여행하다,yeohaenghada,yeohaenghada,yŏhaenghada,yehaynghata
여호와,Yeohowa,Yeohowa,Yŏhowa,Yehowa
역겹다,yeokgyeopda,yeoggyeobda,yŏkkyŏpta,yekqkyepqta
역경,yeokgyeong,yeoggyeong,yŏkkyŏng,yekqkyeng
역대급,yeokdaegeup,yeogdaegeub,yŏktaegŭp,yekqtaykup
역량,yeongnyang,yeoglyang,yŏngnyang,yeklyang
역사,yeoksa,yeogsa,yŏksa,yekqsa
역사가,yeoksaga,yeogsaga,yŏksaga,yekqsaka
역사적,yeoksajeok,yeogsajeog,yŏksajŏk,yekqsacek
역시,yeoksi,yeogsi,yŏksi,yekqsi
역원,yeogwon,yeog-won,yŏgwŏn,yek.wen
역학,yeokhak,yeog-hag,yŏkhak,yek.hak
역할,yeokhal,yeog-hal,yŏkhal,yek.hal
엮다,yeokda,yeokkda,yŏkta,yekkqta
연가,yeon-ga,yeonga,yŏn'ga,yēnka
연결,yeon-gyeol,yeongyeol,yŏn'gyŏl,yenkyel
연결하다,yeon-gyeolhada,yeongyeol-hada,yŏn'gyŏrhada,yenkyel.hata
연고,yeon-go,yeongo,yŏn'go,yēnko
연골,yeon-gol,yeongol,yŏn'gol,yēnkol
연구,yeon-gu,yeongu,yŏn'gu,yēnkwu
연구되다,yeon-gudoeda,yeongudoeda,yŏn'gudoeda,yenkwutoyta
연구소,yeon-guso,yeonguso,yŏn'guso,yenkwuso
연구원,yeon-guwon,yeonguwon,yŏn'guwŏn,yēnkwuwen
연구원생,yeon-guwonsaeng,yeonguwonsaeng,yŏn'guwŏnsaeng,yenkwuwensayng
연구자,yeon-guja,yeonguja,yŏn'guja,yēnkwuca
연구하다,yeon-guhada,yeonguhada,yŏn'guhada,yēnkwuhata
연극,yeon-geuk,yeongeug,yŏn'gŭk,yēnkuk
연기,yeon-gi,yeongi,yŏn'gi,yēnki
연기자,yeon-gija,yeongija,yŏn'gija,yēnkica
